log_id,user_id,product_id,session_id,action,timestamp,is_valid_action,user_name,email,signup_date,duplicate_email_flag,invalid_email_flag,product_name,category,price
8191,1002,656,sess_1043,add_to_cart,2025-12-29 11:28:47.224321,True,Cheryl Martinez,davidfrederick@example.org,2023-05-25,0,0,National,Sports,481.98
794,292,510,sess_1043,purchase,2026-01-09 11:28:31.181409,True,Kristen Hall,normanjeffrey@example.org,2024-07-13,0,0,Minute,Electronics,444.66
10762,246,808,sess_1043,purchase,2026-02-13 03:21:44.228610,True,Christopher Bell,jasonbarron@example.com,2022-04-19,0,0,Do,Home,5.69
12494,558,117,sess_1043,view,2026-04-30 07:38:23.240934,True,Perry Mcdowell,eshepherd@example.com,2021-11-16,0,0,Book,Books,90.81
13364,462,76,sess_1045,purchase,2026-03-28 15:38:49.245946,True,Henry Alexander,ustafford@example.com,2023-11-14,0,0,Number,Home,56.5
6914,558,476,sess_1045,view,2026-04-23 23:30:22.216529,True,Perry Mcdowell,eshepherd@example.com,2021-11-16,0,0,If,Sports,147.95
11386,1097,673,sess_1046,purchase,2025-11-13 15:01:10.237113,True,Christina Parker,roachdavid@example.org,2025-12-19,0,0,Then,Books,269.1
10781,36,218,sess_1046,purchase,2026-04-03 21:00:33.228610,True,Susan Evans,olivia65@example.org,2025-05-14,0,0,Well,Electronics,362.82
6486,682,642,sess_1046,add_to_cart,2026-04-20 03:36:19.216529,True,Jason Contreras,jackpatton@example.com,2024-10-15,0,0,Want,Sports,301.92
11529,150,869,sess_1046,purchase,2026-05-09 10:07:58.237113,True,Hunter Henry,invalid_email,2025-12-09,1,1,Point,Home,0.0
14651,413,510,sess_1047,view,2025-07-10 20:42:36.251960,True,Gina Garrett,invalid_email,invalid_date,1,1,Minute,Electronics,444.66
6534,296,1002,sess_1047,purchase,2025-08-06 02:28:29.216529,True,Valerie Fisher,tpatterson@example.com,2021-06-12,0,0,Huge,Books,498.95
11258,481,779,sess_1047,purchase,2025-09-10 04:27:59.237113,True,UNKNOWN,susanowens@example.org,2026-04-25,0,0,Out,Home,446.5
6928,19,734,sess_1047,view,2025-11-01 14:48:48.216529,True,Katherine Smith,cclark@example.net,2024-07-16,0,0,Our,Books,449.06
14155,1093,508,sess_1047,purchase,2026-03-19 21:58:22.249957,True,Peggy Castillo,kimberlysolis@example.com,2026-01-01,0,0,Dinner,Books,256.72
13642,201,66,sess_1048,add_to_cart,2026-02-19 01:20:42.247953,True,Justin Alexander,aochoa@example.com,2023-06-14,0,0,Charge,Books,497.16
7055,95,504,sess_1049,purchase,2025-08-21 17:11:27.218542,True,Alice Sosa,chambersdonald@example.net,2023-03-06,0,0,Interesting,Sports,364.48
2948,1098,491,sess_1049,add_to_cart,2025-09-20 23:37:38.186925,True,Alison Lopez,wmitchell@example.net,2025-03-04,0,0,Middle,Home,470.38
12585,400,536,sess_1049,purchase,2025-11-04 23:03:44.240934,True,Brittany Mack,kyle12@example.com,2023-11-02,0,0,Analysis,Electronics,0.0
6841,1051,307,sess_1049,add_to_cart,2025-11-17 12:01:08.216529,True,Amanda Garcia,stephanie23@example.com,2023-06-25,0,0,Course,Electronics,147.15
2119,178,599,sess_105,add_to_cart,2026-04-10 00:41:52.186925,True,Laura Barnes,jgrimes@example.com,2023-05-03,0,0,Necessary,Electronics,442.01
6036,167,713,sess_105,purchase,2026-04-10 11:12:06.214026,True,Christopher Farley,nbryan@example.net,2022-05-14,0,0,Those,Sports,499.9
1338,544,313,sess_1050,add_to_cart,2025-08-11 11:28:16.183414,True,Mary Mckinney,brandon77@example.net,2021-07-29,0,0,Hair,Books,0.0
11766,40,872,sess_1050,view,2025-09-17 13:17:49.238931,True,Michael Fitzpatrick,charles10@example.com,2022-01-30,0,0,Big,Clothing,17.86
14046,626,784,sess_1050,add_to_cart,2025-11-30 14:38:56.247953,True,Keith Russell PhD,travishogan@example.net,2021-11-18,0,0,Personal,Clothing,423.89
2552,833,178,sess_1050,view,2026-01-26 08:45:48.186925,True,Nathan Gonzalez,dcampbell@example.com,2025-09-04,0,0,Onto,Clothing,439.07
14655,845,95,sess_1051,purchase,2025-08-24 08:17:33.251960,True,UNKNOWN,pball@example.org,invalid_date,0,0,Similar,Sports,420.75
13100,811,353,sess_1051,add_to_cart,2026-02-05 14:18:33.243940,True,Jordan Powell,lauriemitchell@example.net,2024-07-27,0,0,History,Books,338.32
11006,917,939,sess_1051,view,2026-03-16 05:50:41.235934,True,Jessica Larson,invalid_email,2022-05-19,1,1,Sing,Clothing,72.75
13475,496,252,sess_1053,purchase,2025-10-29 18:33:12.245946,True,Matthew Silva,seth48@example.org,2026-02-20,0,0,Age,Home,51.53
13324,1071,257,sess_1053,add_to_cart,2026-02-11 11:43:26.245946,True,Diane Sexton,ohernandez@example.net,2026-04-23,0,0,Wall,Books,262.25
12454,525,504,sess_1053,view,2026-05-31 03:13:16.240934,True,Shannon Johnson,shelley06@example.org,2024-06-10,0,0,Interesting,Sports,364.48
7767,261,199,sess_1054,view,2025-06-13 21:42:46.222317,True,Jacqueline Bishop,invalid_email,2022-04-03,1,1,Claim,Electronics,413.11
14248,494,1079,sess_1054,view,2025-07-16 01:44:33.249957,True,Michelle Clark,riverabryan@example.com,2025-08-12,0,0,Someone,Books,24.86
3521,202,467,sess_1054,view,2025-09-02 16:33:05.186925,True,Victor Sullivan,jlane@example.com,2024-03-16,0,0,Nation,Home,167.31
3696,944,1002,sess_1054,purchase,2025-10-20 20:17:08.186925,True,April Davis DDS,robertjensen@example.com,2022-06-03,0,0,Huge,Books,498.95
6327,498,382,sess_1054,purchase,2025-12-29 11:28:35.214026,True,Brian Mendez,eroy@example.net,2023-07-28,0,0,Anyone,Books,291.26
6669,989,41,sess_1054,view,2026-02-09 22:56:51.216529,True,UNKNOWN,alvinsutton@example.net,2025-08-17,0,0,Style,Books,240.29
13438,61,555,sess_1055,purchase,2025-11-26 14:30:32.245946,True,Kathryn Mccormick,charles69@example.net,invalid_date,0,0,Throw,Home,433.01
339,995,532,sess_1055,purchase,2025-12-28 17:50:01.178635,True,Joseph Douglas,vcase@example.org,2025-03-11,0,0,Road,Electronics,0.0
10889,1037,1004,sess_1055,view,2026-01-19 17:21:57.228610,True,Alicia Bryant,lisaramos@example.com,2025-11-18,0,0,Question,Clothing,0.0
9280,333,50,sess_1055,add_to_cart,2026-03-04 10:35:14.228610,True,Morgan Walker,yolandadawson@example.com,2022-06-15,0,0,Arrive,Books,70.55
10658,463,60,sess_1056,view,2025-10-16 15:58:20.228610,True,Bryan Anthony,jamesgould@example.org,invalid_date,0,0,Past,Books,0.0
11503,512,710,sess_1056,view,2025-12-06 21:56:09.237113,True,Henry White,sierra93@example.com,2023-06-18,0,0,Second,Books,309.43
4459,334,821,sess_1056,view,2026-05-13 07:33:32.203543,True,Lucas Glover,epugh@example.org,2026-06-04,0,0,Three,Sports,202.0
11122,989,800,sess_1057,purchase,2025-06-21 21:30:42.235934,True,UNKNOWN,alvinsutton@example.net,2025-08-17,0,0,Fire,Clothing,361.65
11025,148,458,sess_1057,add_to_cart,2025-07-19 07:17:08.235934,True,Daniel Ballard,hoffmanchristine@example.net,2025-03-20,0,0,Line,Sports,155.69
13780,40,952,sess_1057,add_to_cart,2025-11-01 18:07:36.247953,True,Michael Fitzpatrick,charles10@example.com,2022-01-30,0,0,Mission,Books,0.0
12217,682,491,sess_1057,view,2025-11-23 05:01:25.240934,True,Jason Contreras,jackpatton@example.com,2024-10-15,0,0,Middle,Home,470.38
394,230,761,sess_1057,purchase,2026-03-20 09:56:25.178635,True,Melissa Moore,wilsonwilliam@example.net,2025-09-06,0,0,Say,Sports,0.0
474,996,379,sess_1057,view,2026-05-06 06:33:28.181409,True,UNKNOWN,jonathan77@example.net,2024-07-11,0,0,Man,Sports,257.72
11404,1017,991,sess_1058,view,2025-10-09 22:33:33.237113,True,Kenneth Martinez,james61@example.net,2022-06-14,0,0,Significant,Home,422.95
533,769,84,sess_1058,purchase,2026-03-29 19:21:21.181409,True,Tyler Mccullough,aallen@example.org,2024-06-30,0,0,Mr,Electronics,458.46
14992,730,32,sess_1059,view,2025-11-21 18:17:50.254569,True,UNKNOWN,tiffanyacosta@example.org,2025-08-06,0,0,Program,Clothing,287.94
13492,627,1009,sess_1059,purchase,2026-04-30 06:30:24.245946,True,Kristine Logan,stephen81@example.net,2023-01-11,0,0,Decision,Sports,87.02
12012,676,428,sess_1059,purchase,2026-05-31 17:59:32.238931,True,Ryan Diaz,david60@example.com,2025-01-25,0,0,Near,Books,169.69
13535,13,853,sess_106,view,2026-02-04 20:14:33.245946,True,Edward Ellis,evanswilliam@example.org,2025-09-08,0,0,Police,Books,413.9
3801,293,668,sess_1060,purchase,2025-06-18 19:08:54.195433,True,Robert Sharp,nschwartz@example.com,2023-10-27,0,0,Get,Home,164.04
13764,4,747,sess_1060,view,2026-06-03 08:31:22.247953,True,Brad Fields,joy22@example.com,2022-06-01,0,0,Lead,Books,33.07
6058,352,1051,sess_1061,add_to_cart,2025-09-07 02:05:09.214026,True,Victoria Stone,mcintoshlisa@example.com,2025-05-27,0,0,Including,Sports,208.82
12460,392,578,sess_1061,add_to_cart,2025-11-12 10:43:28.240934,True,Brent Gutierrez,jasonbrown@example.org,2023-02-21,0,0,Role,Electronics,310.33
1614,921,512,sess_1061,add_to_cart,2025-12-27 16:01:45.185418,True,Christian Herrera,gmcintyre@example.org,2023-09-17,0,0,After,Home,287.55
10454,39,1007,sess_1062,purchase,2025-09-07 17:51:22.228610,True,James Hall,pinedaanthony@example.org,2024-05-10,0,0,Window,Books,46.33
5680,637,1085,sess_1062,add_to_cart,2025-10-20 13:43:13.212022,True,Marco Drake,penamarie@example.com,2022-03-15,0,0,Identify,Electronics,390.08
8372,858,800,sess_1062,purchase,2025-11-16 12:18:14.224321,True,William Lee,hendersonkaren@example.net,2025-10-12,0,0,Fire,Clothing,361.65
12930,56,382,sess_1063,view,2025-08-07 08:43:38.243940,True,Michelle Bates,hughesgabriela@example.org,2025-09-30,0,0,Anyone,Books,291.26
3896,426,500,sess_1063,purchase,2026-01-16 14:35:06.197951,True,UNKNOWN,heather12@example.org,2023-12-21,0,0,Employee,Sports,127.91
2170,343,643,sess_1063,purchase,2026-01-31 21:05:35.186925,True,Stephanie Lloyd,robert94@example.com,2022-02-14,0,0,Wrong,Electronics,481.43
1807,452,30,sess_1063,add_to_cart,2026-02-28 10:37:57.186925,True,Anna Mccarty,james71@example.net,2025-12-31,0,0,Draw,Electronics,331.01
2371,240,775,sess_1063,view,2026-06-08 06:40:27.186925,True,Bailey Perez,invalid_email,2023-10-04,1,1,Thousand,Clothing,83.68
7612,956,774,sess_1064,view,2025-11-13 03:36:37.222317,True,UNKNOWN,anthonytapia@example.org,2024-09-22,0,0,Language,Electronics,103.33
6099,203,341,sess_1065,view,2026-04-19 18:49:58.214026,True,John Cox,jason86@example.com,2024-05-08,0,0,Develop,Books,0.0
7671,1010,115,sess_1066,add_to_cart,2025-11-16 20:03:41.222317,True,Christopher Rocha,joshuaward@example.com,2026-05-05,0,0,Animal,Electronics,247.88
11129,852,247,sess_1066,view,2026-01-17 00:48:45.235934,True,Bailey Novak,christophercarter@example.org,2026-05-20,0,0,Fish,Books,155.83
5581,383,713,sess_1068,add_to_cart,2025-10-17 14:00:39.212022,True,Shannon Wilkerson,pmack@example.org,2026-05-10,0,0,Those,Sports,499.9
3148,837,110,sess_1068,purchase,2025-12-23 10:00:00.186925,True,Kelly Johnson,scottkayla@example.org,invalid_date,0,0,Behind,Sports,361.43
7774,1059,1058,sess_1068,view,2026-01-10 15:34:26.222317,True,Amanda Kennedy,tony65@example.net,2022-03-20,0,0,Choice,Electronics,207.63
327,696,667,sess_1069,purchase,2026-03-17 12:43:51.178635,True,Matthew Estes,dnorris@example.net,2023-02-06,0,0,Child,Home,240.25
443,112,360,sess_1070,view,2026-03-02 11:36:15.181409,True,Parker Joseph,staffordtina@example.net,2026-03-12,0,0,Difficult,Books,101.33
